date,keyword,spend,impression,click,ctr
2025-12-27,진단금보험,8463.4,25,1,0.04
2025-12-27,치과보험,117539.4,135,12,0.088888889
2025-12-27,치과보험가격,10111.2,2,1,0.5
2025-12-27,치과보험비교,7978.3,10,1,0.1
2025-12-27,치과보험추천,16419.7,5,1,0.2
2025-12-27,치아보험,173146.6,304,18,0.059210526
2025-12-27,치아보험가격,20704.2,25,3,0.12
2025-12-27,치아보험비교,19688.9,3,1,0.333333333
2025-12-27,치아보험추천,47124,26,3,0.115384615
2025-12-28,80세보험가입,3834.6,15,1,0.066666667
2025-12-28,가족간병인보험,4338.4,5,1,0.2
2025-12-28,간병보험,34651.1,98,8,0.081632653
2025-12-28,간병비,2119.7,149,1,0.006711409
2025-12-28,간병비보험,107459,364,20,0.054945055
2025-12-28,간병비보험가격,1564.2,15,1,0.066666667
2025-12-28,간병비보험비교,4867.5,3,1,0.333333333
2025-12-28,간병인보험,113873.1,248,15,0.060483871
2025-12-28,간병인보험가격,37412.1,51,5,0.098039216
2025-12-28,간병인보험추천,13338.6,37,2,0.054054054
2025-12-28,간병인보험필요한가,4744.3,79,2,0.025316456
2025-12-28,건강보험,73265.5,505,12,0.023762376
2025-12-28,다이렉트암보험,32873.5,6,1,0.166666667
2025-12-28,당뇨보험,1596.1,44,1,0.022727273
2025-12-28,라니아생명,3812.6,2,1,0.5
2025-12-28,라이나,36506.8,41,5,0.12195122
2025-12-28,라이나보험,6791.4,15,2,0.133333333
2025-12-28,라이나생명,395983.5,488,64,0.131147541
2025-12-28,라이나생명간병보험,3014,2,1,0.5
2025-12-28,라이나생명무배당the건강한치아보험,5269,1,1,1
2025-12-28,라이나생명보험,7547.1,7,1,0.142857143
2025-12-28,라이나생명암보험,23269.4,15,4,0.266666667
2025-12-28,라이나생명어린이치아보험,2461.8,5,1,0.2
2025-12-28,라이나생명첫날부터암보험,16621,6,1,0.166666667
2025-12-28,라이나생명치과,5902.6,6,2,0.333333333
2025-12-28,라이나생명치아보험,36711.4,18,4,0.222222222
2025-12-28,라이나손해보험,47174.6,121,11,0.090909091
2025-12-28,라이나암보험,18262.2,4,2,0.5
2025-12-28,라이나어린이치아보험,2295.7,2,1,0.5
2025-12-28,라이나첫날부터암보험,6572.5,5,1,0.2
2025-12-28,라이나치과보험,19929.8,5,3,0.6
2025-12-28,라이나치아보험,134525.6,39,12,0.307692308
2025-12-28,메디컬보험,5809.1,168,1,0.005952381
2025-12-28,무배당the간편한건강보험,1656.6,2,1,0.5
2025-12-28,무배당the건강한치아보험v,1525.7,2,1,0.5
2025-12-28,바로보장암보험,17349.2,4,1,0.25
2025-12-28,백내장보험,2810.5,15,1,0.066666667
2025-12-28,백내장수술보험,1664.3,15,1,0.066666667
2025-12-28,보험가입문의,1992.1,6,1,0.166666667
2025-12-28,보험상담,61106.1,16,2,0.125
2025-12-28,수술보험,2471.7,142,1,0.007042254
2025-12-28,암보험,330514.8,1009,20,0.019821606
2025-12-28,암보험설계,28613.2,10,2,0.2
2025-12-28,암보험추천,23956.9,72,3,0.041666667
2025-12-28,암진단비1억,7352.4,4,1,0.25
2025-12-28,어린이치아교정보험,42714.1,64,3,0.046875
2025-12-28,유방암보험,11387.2,11,1,0.090909091
2025-12-28,유병자보험,4589.2,8,1,0.125
2025-12-28,임플란트보험,511.5,87,1,0.011494253
2025-12-28,임플란트치아보험,3578.3,3,2,0.666666667
2025-12-28,입원비보험,26085.4,57,2,0.035087719
2025-12-28,종합보험,8746.1,15,1,0.066666667
2025-12-28,진단금보험,27570.4,37,2,0.054054054
2025-12-28,첫날부터암보험,43106.8,15,2,0.133333333
2025-12-28,치과보험,97926.4,125,8,0.064
2025-12-28,치아교정보험,4123.9,7,1,0.142857143
2025-12-28,치아보험,184517.3,305,18,0.059016393
2025-12-28,치아보험면책기간,4512.2,5,1,0.2
2025-12-28,치아보험임플란트,10644.7,6,4,0.666666667
2025-12-28,치아보험추천,212391.3,35,9,0.257142857
2025-12-29,3대질병진단비보험,2387,3,2,0.666666667
2025-12-29,80세보험가입,1114.3,30,1,0.033333333
2025-12-29,간병보험,95762.7,198,10,0.050505051
2025-12-29,간병비,18144.5,194,4,0.020618557
2025-12-29,간병비보험,197651.3,588,29,0.049319728
2025-12-29,간병비보험비교,20167.4,14,1,0.071428571
2025-12-29,간병인보험,188848,407,24,0.058968059
2025-12-29,간병인보험가격,37259.2,44,6,0.136363636
2025-12-29,간병인보험비교,13086.7,12,1,0.083333333
2025-12-29,간병인보험추천,10827.3,72,1,0.013888889
2025-12-29,간병인보험필요한가,872.3,124,1,0.008064516
2025-12-29,건강보험,76168.4,515,19,0.036893204
2025-12-29,골라담는간편건강보험,1291.4,1,1,1
2025-12-29,다이렉트건강보험,2632.3,15,1,0.066666667
2025-12-29,라이나,31960.5,62,13,0.209677419
2025-12-29,라이나간병인보험,32236.6,32,12,0.375
2025-12-29,라이나더건강한치아보험,19544.8,20,7,0.35
2025-12-29,라이나무배당the건강한치아보험,1943.7,4,1,0.25
2025-12-29,라이나보험,27156.8,22,8,0.363636364
2025-12-29,라이나생명,495931.7,635,171,0.269291339
2025-12-29,라이나생명무배당the건강한치아보험,6480.1,5,2,0.4
2025-12-29,라이나생명보험,10942.8,24,5,0.208333333
2025-12-29,라이나생명상품,2326.5,1,1,1
2025-12-29,라이나생명암보험,32000.1,19,5,0.263157895
2025-12-29,라이나생명암진단비,5660.6,4,1,0.25
2025-12-29,라이나생명어린이치아보험,9082.7,28,4,0.142857143
2025-12-29,라이나생명치과보험,2081.2,3,1,0.333333333
2025-12-29,라이나생명치아보험,54315.8,66,21,0.318181818
2025-12-29,라이나생명치아보험보장내용,1093.4,1,1,1
2025-12-29,라이나손해보험,129691.1,154,34,0.220779221
2025-12-29,라이나손해보험치아,2483.8,2,1,0.5
2025-12-29,라이나수술비보험,13572.9,83,4,0.048192771
2025-12-29,라이나실비보험,6523,25,2,0.08
2025-12-29,라이나암보험,22468.6,38,3,0.078947368
2025-12-29,라이나첫날부터암보험,2577.3,4,2,0.5
2025-12-29,라이나치과,1368.4,2,1,0.5
2025-12-29,라이나치과보험,37633.2,21,9,0.428571429
2025-12-29,라이나치아,1294.7,1,1,1
2025-12-29,라이나치아보험,210939.3,125,45,0.36
2025-12-29,라이나치아보험가격,1399.2,1,1,1
2025-12-29,라이나치아보험보장내용,709.5,1,1,1
2025-12-29,라이나퍼펙트케어암보험,53981.4,104,14,0.134615385
2025-12-29,메디컬보험,21324.6,253,4,0.015810277
2025-12-29,무배당the건강한치아보험,6080.8,9,3,0.333333333
2025-12-29,무배당the건강한치아보험갱신형,1289.2,3,2,0.666666667
2025-12-29,바로보장암보험,18624.1,13,2,0.153846154
2025-12-29,백내장수술보험,11481.8,41,2,0.048780488
2025-12-29,보험,20372,344,2,0.005813953
2025-12-29,보험상담,62386.5,21,2,0.095238095
2025-12-29,보험추천,33579.7,18,2,0.111111111
2025-12-29,비갱신암보험추천,74730.7,7,3,0.428571429
2025-12-29,수술보험,2963.4,260,1,0.003846154
2025-12-29,수술비보험,15130.5,114,2,0.01754386
2025-12-29,암보험,593028.7,1540,45,0.029220779
2025-12-29,암보험가격비교,22856.9,5,1,0.2
2025-12-29,암보험비교,23524.6,18,1,0.055555556
2025-12-29,암보험비교사이트,23276,11,1,0.090909091
2025-12-29,암보험추천,86808.7,125,3,0.024
2025-12-29,암진단비보험,11821.7,25,1,0.04
2025-12-29,암치료비보험,8884.7,49,1,0.020408163
2025-12-29,어린이치아교정보험,47110.8,161,12,0.074534161
2025-12-29,인레이보험,2172.5,6,1,0.166666667
2025-12-29,입원보험,8218.1,36,1,0.027777778
2025-12-29,입원비보장보험,2783,3,1,0.333333333
2025-12-29,질병수술비보험추천,24967.8,7,1,0.142857143
2025-12-29,치과보험,62582.3,126,9,0.071428571
2025-12-29,치아보험,148206.3,704,29,0.041193182
2025-12-29,치아보험가격,1717.1,17,1,0.058823529
2025-12-29,치아보험가입,3514.5,1,1,1
2025-12-29,치아보험추천,27725.5,41,4,0.097560976
2025-12-29,통합암보험,30680.1,7,2,0.285714286
2025-12-30,3대질병진단비보험,735.9,3,1,0.333333333
2025-12-30,간병보험비교사이트,9985.8,6,1,0.166666667
2025-12-30,간병비,12347.5,83,2,0.024096386
2025-12-30,간병비보험,69118.5,263,8,0.030418251
2025-12-30,간병비보험가격,5726.6,20,2,0.1
2025-12-30,간병비보험추천,2282.5,11,1,0.090909091
2025-12-30,간병인보험,46124.1,202,8,0.03960396
2025-12-30,간병인보험가격,82327.3,46,8,0.173913043
2025-12-30,건강보험,46355.1,295,11,0.037288136
2025-12-30,고혈압보험,2462.9,3,1,0.333333333
2025-12-30,뇌혈관질환보험,1646.7,4,1,0.25
2025-12-30,라이나,44797.5,45,7,0.155555556
2025-12-30,라이나간병인보험,3503.5,6,2,0.333333333
2025-12-30,라이나더건강한치아보험,11264,11,2,0.181818182
2025-12-30,라이나보험,18011.4,16,8,0.5
2025-12-30,라이나생명,440946,593,151,0.254637437
2025-12-30,라이나생명간병보험,2469.5,4,1,0.25
2025-12-30,라이나생명간병인보험,6243.6,10,2,0.2
2025-12-30,라이나생명보험,33440,23,9,0.391304348
2025-12-30,라이나생명어린이치아보험,24575.1,52,5,0.096153846
2025-12-30,라이나생명치과,12606,16,3,0.1875
2025-12-30,라이나생명치과보험,2794,2,1,0.5
2025-12-30,라이나생명치아보험,64182.8,61,19,0.31147541
2025-12-30,라이나생명치아보험료,10632.6,3,1,0.333333333
2025-12-30,라이나손해보험,90680.7,143,29,0.202797203
2025-12-30,라이나손해보험치아,10303.7,1,1,1
2025-12-30,라이나실비보험,1886.5,12,1,0.083333333
2025-12-30,라이나암보험,23783.1,12,2,0.166666667
2025-12-30,라이나첫날부터암보험,25009.6,8,2,0.25
2025-12-30,라이나치과,1221,1,1,1
2025-12-30,라이나치과보험,37304.3,19,12,0.631578947
2025-12-30,라이나치아보험,182537.3,117,41,0.35042735
2025-12-30,라이나퍼펙트케어암보험,18351.3,37,5,0.135135135
2025-12-30,메디컬보험,15610.1,129,5,0.03875969
2025-12-30,면책기간없는암보험,11243.1,4,1,0.25
2025-12-30,무배당더건강한치아보험,1347.5,1,1,1
2025-12-30,바로보장암보험,12953.6,9,2,0.222222222
2025-12-30,백내장보험,5673.8,19,1,0.052631579
2025-12-30,보험,64220.2,222,3,0.013513514
2025-12-30,보험상담,101172.5,15,3,0.2
2025-12-30,비갱신암보험,23371.7,6,1,0.166666667
2025-12-30,비갱신암보험추천,11056.1,5,1,0.2
2025-12-30,생명보험사,1932.7,2,1,0.5
2025-12-30,수술보험,7279.8,121,4,0.033057851
2025-12-30,암보험,357809.1,1653,23,0.013914096
2025-12-30,암보험상담,36848.9,2,1,0.5
2025-12-30,암보험추천,16349.3,111,1,0.009009009
2025-12-30,암치료비보험,22101.2,46,1,0.02173913
2025-12-30,어린이치아교정보험,28745.2,113,5,0.044247788
2025-12-30,여성보험,16335,704,3,0.004261364
2025-12-30,여성암보험,22117.7,3,1,0.333333333
2025-12-30,인레이보험,10260.8,5,1,0.2
2025-12-30,임플란트보험,10331.2,52,2,0.038461538
2025-12-30,입원비보장보험,2415.6,7,1,0.142857143
2025-12-30,입원비보험,5581.4,46,1,0.02173913
2025-12-30,진단금보험,9753.7,15,1,0.066666667
2025-12-30,첫날부터암보험,3551.9,10,1,0.1
2025-12-30,치과보험,33203.5,144,9,0.0625
2025-12-30,치과보험료,4440.7,4,1,0.25
2025-12-30,치과보험비교,6204,4,1,0.25
2025-12-30,치과보험임플란트,4094.2,2,1,0.5
2025-12-30,치아보험,205898,547,35,0.063985375
2025-12-30,치아보험가격,3450.7,25,1,0.04
2025-12-30,치아보험면책기간,3411.1,2,1,0.5
2025-12-30,치아보험비교,1314.5,11,1,0.090909091
2025-12-30,치아보험추천,46145,39,5,0.128205128
2025-12-30,홈쇼핑보험,10549,4,1,0.25
2025-12-31,가입첫날부터보장되는암보험,19269.8,4,2,0.5
2025-12-31,라이나,16225,51,7,0.137254902
2025-12-31,라이나더건강한치아보험,8747.2,7,3,0.428571429
2025-12-31,라이나보험,17490,14,6,0.428571429
2025-12-31,라이나생명,307942.8,545,122,0.223853211
2025-12-31,라이나생명무배당the건강한치아보험,2283.6,3,1,0.333333333
2025-12-31,라이나생명보험,6286.5,17,4,0.235294118
2025-12-31,라이나생명암보험,17739.7,4,2,0.5
2025-12-31,라이나생명어린이치아보험,7640.6,26,3,0.115384615
2025-12-31,라이나생명치과,5610,19,1,0.052631579
2025-12-31,라이나생명치과보험,10409.3,3,2,0.666666667
2025-12-31,라이나생명치아,5732.1,3,3,1
2025-12-31,라이나생명치아보험,54593,56,13,0.232142857
2025-12-31,라이나손해보험,60111.7,151,23,0.152317881
2025-12-31,라이나암보험,14044.8,5,2,0.4
2025-12-31,라이나치과보험,4499,5,1,0.2
2025-12-31,라이나치아보험,145021.8,117,39,0.333333333
2025-12-31,라이나치아보험가격,458.7,2,1,0.5
2025-12-31,라이나치아보험보장내용,533.5,1,1,1
2025-12-31,라이나치아보험홈페이지,352,4,1,0.25
2025-12-31,라이나퍼펙트케어암보험,6348.1,20,1,0.05
2025-12-31,무배당the건강한치아보험v,4772.9,9,2,0.222222222
2025-12-31,무배당the건강한치아보험v갱신형,3060.2,4,1,0.25
2025-12-31,바로보장암보험,4307.6,5,1,0.2
2025-12-31,보험,53114.6,161,4,0.02484472
2025-12-31,보험상담,23601.6,8,1,0.125
2025-12-31,보험상담신청,34042.8,9,1,0.111111111
2025-12-31,암보험,508541,1081,25,0.023126735
2025-12-31,암보험라이나,12827.1,19,3,0.157894737
2025-12-31,암보험진단금,14939.1,3,1,0.333333333
2025-12-31,암보험추천,43651.3,80,3,0.0375
2025-12-31,어린이치아교정보험,16744.2,48,2,0.041666667
2025-12-31,임플란트보험,6454.8,47,2,0.042553191
2025-12-31,치과보험,48686,98,8,0.081632653
2025-12-31,치아보험,307408.2,495,46,0.092929293
2025-12-31,치아보험가격,6991.6,17,1,0.058823529
2025-12-31,치아보험임플란트,7412.9,5,1,0.2
2025-12-31,치아보험추천,25832.4,47,5,0.106382979
2026-01-01,라이나,30873.7,38,5,0.131578947
2026-01-01,라이나더건강한치아보험,6043.4,11,2,0.181818182
2026-01-01,라이나보험,13648.8,14,2,0.142857143
2026-01-01,라이나생명,312646.4,410,69,0.168292683
2026-01-01,라이나생명보험,24247.3,15,6,0.4
2026-01-01,라이나생명치아보험,54089.2,26,4,0.153846154
2026-01-01,라이나생명치아보험료,18337,13,3,0.230769231
2026-01-01,라이나손해보험,41839.6,99,10,0.101010101
2026-01-01,라이나치과보험,9296.1,3,1,0.333333333
2026-01-01,라이나치아보험,139898,84,18,0.214285714
2026-01-01,라이나치아보험홈페이지,8201.6,7,3,0.428571429
2026-01-01,무배당the건강한치아보험v,24868.8,7,2,0.285714286
2026-01-01,임플란트보험,19270.9,248,5,0.02016129
2026-01-01,치과보험,29505.3,291,6,0.020618557
2026-01-01,치아보험,260211.6,459,19,0.041394336
2026-01-01,치아보험가격,15496.8,34,1,0.029411765
2026-01-01,치아보험교정,1952.5,3,1,0.333333333
2026-01-01,치아보험추천,56353,31,3,0.096774194
2026-01-02,라이나,41352.3,91,10,0.10989011
2026-01-02,라이나더건강한치아보험,56119.8,120,19,0.158333333
2026-01-02,라이나무배당the건강한치아보험,7793.5,3,3,1
2026-01-02,라이나보험,4889.5,23,1,0.043478261
2026-01-02,라이나생명,379321.8,671,102,0.152011923
2026-01-02,라이나생명무배당the건강한치아보험,3166.9,1,1,1
2026-01-02,라이나생명보험,11819.5,24,4,0.166666667
2026-01-02,라이나생명어린이치아보험,26942.3,56,9,0.160714286
2026-01-02,라이나생명치과,4472.6,18,2,0.111111111
2026-01-02,라이나생명치아,1043.9,1,1,1
2026-01-02,라이나생명치아보험,58562.9,50,18,0.36
2026-01-02,라이나생명치아보험료,4709.1,14,2,0.142857143
2026-01-02,라이나손해보험,176385,184,27,0.14673913
2026-01-02,라이나치과보험,39006,15,5,0.333333333
2026-01-02,라이나치아,1916.2,2,1,0.5
2026-01-02,라이나치아보험,205331.5,120,47,0.391666667
2026-01-02,라이나치아보험홈페이지,303.6,4,1,0.25
2026-01-02,무배당the건강한치아보험,4915.9,12,2,0.166666667
2026-01-02,무배당the건강한치아보험v,11443.3,27,4,0.148148148
2026-01-02,어린이치아교정보험,37786.1,76,4,0.052631579
2026-01-02,임플란트보험,8768.1,56,1,0.017857143
2026-01-02,치과보험,33399.3,101,7,0.069306931
2026-01-02,치과보험가격,2956.8,2,1,0.5
2026-01-02,치과보험추천,21068.3,10,2,0.2
2026-01-02,치아보험,92805.9,336,16,0.047619048
2026-01-02,치아보험가격,10794.3,29,1,0.034482759
2026-01-02,치아보험가입,5800.3,1,1,1
2026-01-02,치아보험가입조건,1551,6,1,0.166666667
2026-01-02,치아보험추천,54495.1,22,5,0.227272727
2026-01-03,라이나,11933.9,42,4,0.095238095
2026-01-03,라이나더건강한치아보험,6184.2,2,1,0.5
2026-01-03,라이나무배당치아보험,6854.1,14,1,0.071428571
2026-01-03,라이나보험,13393.6,16,4,0.25
2026-01-03,라이나생명,297892.1,473,53,0.11205074
2026-01-03,라이나생명보험,28532.9,13,5,0.384615385
2026-01-03,라이나생명어린이치아보험,11487.3,9,1,0.111111111
2026-01-03,라이나생명치과,3426.5,5,1,0.2
2026-01-03,라이나생명치아,1093.4,1,1,1
2026-01-03,라이나생명치아보험,60954.3,23,12,0.52173913
2026-01-03,라이나손해보험,59617.8,126,10,0.079365079
2026-01-03,라이나치과보험,17196.3,6,4,0.666666667
2026-01-03,라이나치아보험,63384.2,44,10,0.227272727
2026-01-03,무배당더건강한치아보험,2289.1,2,1,0.5
2026-01-03,어린이치아교정보험,5976.3,58,1,0.017241379
2026-01-03,인레이보험,8679,4,2,0.5
2026-01-03,임플란트보험,13109.8,80,2,0.025
2026-01-03,임플란트치아보험,4002.9,3,1,0.333333333
2026-01-03,치과보험,77632.5,135,10,0.074074074
2026-01-03,치과보험추천,13146.1,14,2,0.142857143
2026-01-03,치아보험,209382.8,336,26,0.077380952
2026-01-03,치아보험3개월,4772.9,1,1,1
2026-01-03,치아보험가격,25775.2,26,1,0.038461538
2026-01-03,치아보험가입조건,5183.2,4,2,0.5
2026-01-03,치아보험면책기간,7681.3,2,2,1
2026-01-03,치아보험비교,6747.4,2,1,0.5
2026-01-03,치아보험순위,6625.3,3,1,0.333333333
2026-01-03,치아보험임플란트,1892,12,1,0.083333333
2026-01-03,치아보험추천,41989.2,19,3,0.157894737
2026-01-04,라이나,41528.3,51,5,0.098039216
2026-01-04,라이나무배당치아보험,1967.9,11,1,0.090909091
2026-01-04,라이나보험,36693.8,28,5,0.178571429
2026-01-04,라이나생명,389895,453,56,0.123620309
2026-01-04,라이나생명보험,18348,15,1,0.066666667
2026-01-04,라이나생명어린이치아보험,19086.1,7,2,0.285714286
2026-01-04,라이나생명치과,21891.1,5,1,0.2
2026-01-04,라이나생명치아보험,55144.1,27,4,0.148148148
2026-01-04,라이나생명치아보험료,2522.3,11,1,0.090909091
2026-01-04,라이나손해보험,42354.4,98,7,0.071428571
2026-01-04,라이나치과보험,13756.6,3,1,0.333333333
2026-01-04,라이나치아보험,151897.9,49,11,0.224489796
2026-01-04,면책기간없는치아보험,18014.7,4,1,0.25
2026-01-04,어린이치아교정보험,107965,101,10,0.099009901
2026-01-04,임플란트보험,28733.1,205,5,0.024390244
2026-01-04,충치보험,2315.5,2,1,0.5
2026-01-04,치과보험,42842.8,189,4,0.021164021
2026-01-04,치아보험,307154.1,341,19,0.055718475
2026-01-04,치아보험임플란트,3745.5,15,2,0.133333333
2026-01-04,치아보험추천,63399.6,27,3,0.111111111
2026-01-05,80세보험가입,7179.7,7,1,0.142857143
2026-01-05,간병보험,52363.3,82,4,0.048780488
2026-01-05,간병비보험,85213.7,310,17,0.05483871
2026-01-05,간병비보험가격,7573.5,8,1,0.125
2026-01-05,간병인보험,135044.8,268,17,0.063432836
2026-01-05,간병인보험가격,12596.1,31,2,0.064516129
2026-01-05,간병인보험필요한가,11977.9,60,2,0.033333333
2026-01-05,건강보험,27318.5,331,7,0.021148036
2026-01-05,라이나,72608.8,72,17,0.236111111
2026-01-05,라이나간병인보험,7563.6,5,1,0.2
2026-01-05,라이나더건강한치아보험,29335.9,31,6,0.193548387
2026-01-05,라이나무배당the건강한치아보험,2581.7,3,1,0.333333333
2026-01-05,라이나보험,23213.3,27,7,0.259259259
2026-01-05,라이나생명,552039.4,631,126,0.199683043
2026-01-05,라이나생명무배당the건강한치아보험,2999.7,6,1,0.166666667
2026-01-05,라이나생명보험,58906.1,22,8,0.363636364
2026-01-05,라이나생명어린이치아보험,39404.2,85,8,0.094117647
2026-01-05,라이나생명첫날부터암보험,6471.3,3,1,0.333333333
2026-01-05,라이나생명치과,14993,15,1,0.066666667
2026-01-05,라이나생명치과보험,9992.4,6,4,0.666666667
2026-01-05,라이나생명치아보험,75912.1,42,16,0.380952381
2026-01-05,라이나생명치아보험료,729.3,12,1,0.083333333
2026-01-05,라이나손해보험,186859.2,189,36,0.19047619
2026-01-05,라이나수술비보험,2712.6,2,1,0.5
2026-01-05,라이나실비보험,5417.5,2,1,0.5
2026-01-05,라이나암보험,19737.3,28,3,0.107142857
2026-01-05,라이나어린이치아보험,35293.5,6,2,0.333333333
2026-01-05,라이나첫날부터암보험,2575.1,4,1,0.25
2026-01-05,라이나치과보험,15187.7,8,4,0.5
2026-01-05,라이나치아,856.9,3,1,0.333333333
2026-01-05,라이나치아보험,191964.3,103,33,0.32038835
2026-01-05,라이나치아보험전화,2731.3,2,2,1
2026-01-05,메디컬보험,13601.5,165,3,0.018181818
2026-01-05,면책기간없는암보험,3634.4,6,1,0.166666667
2026-01-05,무배당the건강한치아보험,3916,11,1,0.090909091
2026-01-05,무배당the건강한치아보험v,16923.5,18,4,0.222222222
2026-01-05,무배당the건강한치아보험v갱신형,2198.9,7,1,0.142857143
2026-01-05,바로보장암보험,26491.3,8,2,0.25
2026-01-05,백내장수술보험,4464.9,41,1,0.024390244
2026-01-05,수술비보험추천,8074,11,1,0.090909091
2026-01-05,암보험,413765,800,23,0.02875
2026-01-05,암보험가격,8378.7,3,1,0.333333333
2026-01-05,암보험추천,9883.5,50,1,0.02
2026-01-05,어린이치아교정보험,144333.2,138,17,0.123188406
2026-01-05,어린이치아보험,8206,10,1,0.1
2026-01-05,여성암보험추천,9421.5,2,1,0.5
2026-01-05,유아치아보험,9566.7,2,1,0.5
2026-01-05,임플란트보험,1838.1,74,1,0.013513514
2026-01-05,입원보험,7478.9,18,1,0.055555556
2026-01-05,첫날부터암보험,16537.4,6,2,0.333333333
2026-01-05,치과보험,44469.7,149,7,0.046979866
2026-01-05,치과보험비교,5051.2,5,1,0.2
2026-01-05,치과보험추천,12251.8,11,1,0.090909091
2026-01-05,치아보험,99033,506,16,0.031620553
2026-01-05,치아보험가격,30081.7,25,3,0.12
2026-01-05,치아보험가입조건,10483,7,1,0.142857143
2026-01-05,치아보험면책기간,2421.1,5,1,0.2
2026-01-05,치아보험추천,7276.5,33,1,0.03030303
2026-01-06,80세간병인보험,11775.5,2,1,0.5
2026-01-06,간병보험,14759.8,130,4,0.030769231
2026-01-06,간병보험료,11830.5,6,1,0.166666667
2026-01-06,간병보험추천,10128.8,19,1,0.052631579
2026-01-06,간병비보험,183018,445,27,0.060674157
2026-01-06,간병비보험가격,9827.4,13,2,0.153846154
2026-01-06,간병비보험추천,7535,28,1,0.035714286
2026-01-06,간병인보험,158093.1,2504,17,0.006789137
2026-01-06,간병인보험가격,24633.4,28,4,0.142857143
2026-01-06,간병인보험비교,20543.6,13,2,0.153846154
2026-01-06,간병인보험추천,17529.6,86,3,0.034883721
2026-01-06,간병인보험필요한가,3531,91,2,0.021978022
2026-01-06,건강보험,71054.5,294,14,0.047619048
2026-01-06,라니아생명,3394.6,1,1,1
2026-01-06,라이나,39713.3,57,12,0.210526316
2026-01-06,라이나간병인보험,13784.1,6,3,0.5
2026-01-06,라이나더건강한치아보험,30893.5,42,8,0.19047619
2026-01-06,라이나무배당the건강한치아보험,1684.1,2,1,0.5
2026-01-06,라이나보험,23564.2,17,7,0.411764706
2026-01-06,라이나생명,423441.7,563,140,0.248667851
2026-01-06,라이나생명간병보험,2961.2,2,1,0.5
2026-01-06,라이나생명간병인보험,592.9,5,1,0.2
2026-01-06,라이나생명보험,30904.5,24,8,0.333333333
2026-01-06,라이나생명암보험,20891.2,25,4,0.16
2026-01-06,라이나생명어린이치아보험,18909,67,4,0.059701493
2026-01-06,라이나생명치과,10137.6,14,3,0.214285714
2026-01-06,라이나생명치과보험,7533.9,5,2,0.4
2026-01-06,라이나생명치아보험,60292.1,52,11,0.211538462
2026-01-06,라이나생명치아보험료,7067.5,8,1,0.125
2026-01-06,라이나손해보험,120188.2,143,34,0.237762238
2026-01-06,라이나암보험,5571.5,26,2,0.076923077
2026-01-06,라이나첫날부터암보험,5423,8,2,0.25
2026-01-06,라이나치과보험,25324.2,12,5,0.416666667
2026-01-06,라이나치아보험,173200.5,105,37,0.352380952
2026-01-06,메디컬보험,11722.7,136,3,0.022058824
2026-01-06,면책기간없는치아보험,6123.7,1,1,1
2026-01-06,무배당the건강한치아보험,4811.4,13,1,0.076923077
2026-01-06,무배당the건강한치아보험v,10946.1,32,3,0.09375
2026-01-06,바로보장암보험,14210.9,12,1,0.083333333
2026-01-06,백내장보험,4458.3,39,2,0.051282051
2026-01-06,백내장수술보험,6734.2,33,1,0.03030303
2026-01-06,수술비보험,12543.3,53,1,0.018867925
2026-01-06,수술비보험추천,16758.5,21,1,0.047619048
2026-01-06,암보험,445668.3,1093,28,0.025617566
2026-01-06,암보험가격,27161.2,8,1,0.125
2026-01-06,암보험라이나,6860.7,43,1,0.023255814
2026-01-06,암보험비교사이트,17825.5,8,1,0.125
2026-01-06,암보험추천,85973.8,121,6,0.049586777
2026-01-06,암진단금,9747.1,8,1,0.125
2026-01-06,암치료비보험,5029.2,67,1,0.014925373
2026-01-06,어린이치아교정보험,77947.1,117,11,0.094017094
2026-01-06,유병자보험추천,2164.8,6,1,0.166666667
2026-01-06,유아치과보험,5958.7,5,1,0.2
2026-01-06,인터넷암보험,31001.3,2,1,0.5
2026-01-06,임플란트보험,19842.9,84,3,0.035714286
2026-01-06,입원보험,9713,12,2,0.166666667
2026-01-06,입원비보험,15748.7,49,2,0.040816327
2026-01-06,저렴한암보험,35832.5,5,2,0.4
2026-01-06,질병수술보험,4235,9,1,0.111111111
2026-01-06,첫날부터든든한암보험,6825.5,6,1,0.166666667
2026-01-06,첫날부터암보험,1296.9,8,1,0.125
2026-01-06,치과보험,78229.8,172,11,0.063953488
2026-01-06,치아교정보험,4375.8,6,1,0.166666667
2026-01-06,치아보험,212342.9,534,30,0.056179775
2026-01-06,치아보험가격,4973.1,32,1,0.03125
2026-01-06,치아보험면책기간,8430.4,7,2,0.285714286
2026-01-06,치아보험비교,29032.3,13,3,0.230769231
2026-01-06,치아보험추천,6823.3,57,1,0.01754386
2026-01-07,가입첫날부터보장되는암보험,9498.5,3,1,0.333333333
2026-01-07,간병보험,44895.4,142,10,0.070422535
2026-01-07,간병보험비교사이트,10709.6,15,2,0.133333333
2026-01-07,간병비,4866.4,150,2,0.013333333
2026-01-07,간병비보험,110011,485,16,0.032989691
2026-01-07,간병비보험가격,9847.2,12,1,0.083333333
2026-01-07,간병인보험,208681,356,26,0.073033708
2026-01-07,간병인보험추천,22487.3,66,2,0.03030303
2026-01-07,간병인보험필요한가,12381.6,97,1,0.010309278
2026-01-07,건강보험,60751.9,355,14,0.03943662
2026-01-07,당뇨보험,8030,37,1,0.027027027
2026-01-07,라이나,46871,66,12,0.181818182
